fips,year,summer_tmmx,summer_rmax,winter_tmmx,winter_rmax
01001,2000,307.273691712396,95.0567718839513,290.079938059125,85.639748084872
01001,2001,304.385060120948,99.0431823038519,286.548224549691,88.8983016531746
01001,2002,305.201920999025,97.7268097496056,288.728068375536,86.1418291613287
01001,2003,303.722674596225,98.8729653195416,286.703221097889,83.9666297190017
01001,2004,304.203438409084,97.2786447701786,286.638994423663,87.6665460223964
01001,2005,304.423246148106,97.951487649728,288.545242790974,84.6204717513425
01001,2006,307.088476386768,92.0588956604347,288.427079623645,84.9429029258255
01001,2007,307.346142972875,95.8159690044278,288.397838002826,79.4458809626098
01001,2008,305.655992885307,96.2498122768351,288.430480686242,88.7795427636327
01001,2009,304.752244873428,96.389087276436,288.707239873662,81.68176865863
01001,2010,307.301620431715,95.9308435503733,284.516593230573,85.5563214847079
01001,2011,309.819557525598,90.7048136588755,286.628102798399,83.0855811315818
01001,2012,307.760591900239,95.6276073974168,291.09974269536,88.0553100534756
01001,2013,305.447762641543,98.8444418827886,290.558163918999,88.8805480332483
01001,2014,305.249383771525,91.0394696377146,287.158643738703,84.9849551290592
01001,2015,305.717672736422,96.8897595884123,286.831416301413,87.2418845683249
01001,2016,307.049188538477,97.4615354445719,289.447554676556,86.4931428051334
01003,2000,306.685901136761,98.7956049342738,291.976126833679,89.3545377872338
01003,2001,304.559503342087,99.2533210548794,289.090312855578,91.0982374397746
01003,2002,305.366205850238,99.3019721735026,290.702603643447,90.8369196088975
01003,2003,304.132895213327,99.7779443571476,289.118366947093,89.2596690439475
01003,2004,304.575585291898,99.463053530848,288.654426031012,92.8079710508468
01003,2005,304.847331970779,98.5234983171698,290.428954646752,91.8295413060037
01003,2006,306.439780867778,95.7146803972118,290.807001322129,89.8613371819937
01003,2007,306.087502399248,98.4984063918669,290.329238476107,87.6659701723544
01003,2008,305.134791433705,97.6063397835586,291.081356179414,89.9874901955441
01003,2009,305.464089513268,95.2735025890142,291.174958492932,89.7042788371064
01003,2010,306.362271355716,95.0629254227222,287.316056948174,88.3751021848375
01003,2011,307.936595133401,97.3272541894007,288.528505875524,87.1882083299272
01003,2012,305.792317592202,99.0906591920221,292.41168913053,89.3765532188198
01003,2013,304.841898477423,99.5251956386253,292.372981240722,91.2422665157722
01003,2014,304.900501163316,95.9338472350676,289.256330949912,89.1236973586546
01003,2015,305.466216488284,97.7980503353387,289.305155887997,89.9909861997694
01003,2016,305.189377192139,98.5699882165655,290.996567709223,87.7237628540108
01005,2000,307.397913451697,97.7538829373633,290.962084077719,88.2788924809428
01005,2001,304.466374525962,99.4018505679087,287.995296721055,91.0545308058392
01005,2002,305.400127452856,99.4208287032322,290.04763309629,90.3070133522472
01005,2003,304.032202605885,99.7741960010913,287.774819876486,88.5957075384089
01005,2004,304.635143005878,99.4728743586425,287.669813596162,90.5974541811119
01005,2005,304.486977683058,99.3576941795316,289.384619697207,90.6504783235047
01005,2006,306.890883772185,96.6404284495353,289.593041176683,92.4092248914704
01005,2007,306.619206804512,97.261787733034,289.563120660681,84.9016549033819
01005,2008,305.496977630915,97.1279487942285,289.679787238632,89.4642324899363
01005,2009,305.159434496828,97.0175083862677,290.076746218844,83.2142300001122
01005,2010,307.031200773586,96.7438534537906,285.54827803773,86.6010348768452
01005,2011,309.839440924026,90.8852146016155,287.081875444984,85.7109112215931
01005,2012,307.578237203747,97.4778107844917,292.171171111529,91.0143624870415
01005,2013,305.186434585353,99.2016520795048,291.902397760281,90.8363092325097
01005,2014,305.598945797772,91.9646918069157,288.50675095618,88.0465488210935
01005,2015,306.391186771472,97.3405037890437,288.521494055127,87.7360602447243
01005,2016,306.847538017671,98.4757452482665,290.636893413469,87.352073225211
01007,2000,307.202913735684,97.0741063756448,289.409673980628,88.4578287017691
01007,2001,304.450747931212,99.3653001308723,285.762996012702,90.11517246764
01007,2002,305.675474678433,98.0017358389897,288.257127537886,85.4502801218478
01007,2003,303.945397935625,99.0987990559878,285.843651686385,82.8669758043522
01007,2004,303.650155514076,99.3212589432272,285.974663256727,88.2461092965412
01007,2005,304.635836585954,98.6232408804584,287.945149750531,87.5943735238701
01007,2006,307.217141517816,92.2965915570027,287.564449471901,89.4137191204816
01007,2007,307.217848193889,94.0392577642851,287.593136390964,80.8488334169933
01007,2008,305.58779823538,96.769087036802,287.809738924659,88.0055817310687
01007,2009,304.652002534798,97.194805726319,288.004588156723,83.6128157798212
01007,2010,307.045058538875,96.478311284236,283.89719679993,85.6955865917896
01007,2011,309.716851900701,92.2539314413348,285.962678682821,84.1945103395353
01007,2012,307.972241788792,94.696508333057,290.337247891564,89.4120112083919
01007,2013,305.139607562998,99.4213779077504,289.505953244376,89.8329753878948
01007,2014,305.336742420096,89.6106198797205,286.174289023814,85.3777684856118
01007,2015,305.821369784759,96.5341992196232,286.119229450247,86.1401030287968
01007,2016,306.429820347394,96.2031765955989,289.006381710397,84.9950789457031
01009,2000,306.2316574252,94.6930397726579,287.561096870674,88.9055017078095
01009,2001,303.615560249228,97.8531181348528,283.944090891578,89.6231437281817
01009,2002,304.858923351562,96.5685150660647,286.836838020059,84.6290058073381
01009,2003,303.306445039219,97.7588820636013,283.724493872692,86.3644926161616
01009,2004,303.191104639887,96.9863614487659,284.533967621376,85.4183341924389
01009,2005,304.149204021885,97.347571603417,286.566337135776,84.386584899689
01009,2006,306.314063940356,90.1191579546787,285.704059805817,88.0454924116073
01009,2007,306.425908988478,89.7273738375579,285.982492815036,77.613790695186
01009,2008,304.854102925868,92.8350294179091,286.350686120637,85.1018031693355
01009,2009,303.720261032806,94.8171666468231,285.932959190038,81.7157084349845
01009,2010,306.453122593525,96.3775848322423,281.889789180586,84.789724967367
01009,2011,308.33930291838,93.7581444715314,283.928434685744,83.4754141352841
01009,2012,307.304818955113,91.7208838468116,288.542916405366,89.0737282246809
01009,2013,304.233532006368,99.2435869207813,287.840759802277,88.4395984098799
01009,2014,304.698111266353,88.2869383956862,284.529957671008,84.5874344897904
01009,2015,304.596315606115,95.4023971721381,283.764580491105,85.7554729468042
01009,2016,305.748263396555,95.2303759375469,286.983026859975,84.7101287412841
01011,2000,307.157574037781,97.2838050338457,290.57357206321,88.3165059504257
01011,2001,304.186923390916,99.2956684858815,287.271979331529,91.0759306953488
01011,2002,305.184486641037,99.1181302846117,289.473294269489,90.1592248438349
01011,2003,303.792532992241,99.6461326510363,287.212629462936,88.9729558408218
01011,2004,304.345724572446,99.2334419384623,287.117586228106,91.4902187563151
01011,2005,304.321353335763,99.0088886090937,288.95154084418,91.0491063122862
01011,2006,306.788244568444,96.2411577896297,288.983116594792,92.0201101046276
01011,2007,306.668399998377,97.4826116709234,289.094828830555,86.0085146781963
01011,2008,305.368625141129,97.1714888912906,289.119480125991,90.4166857308867
01011,2009,304.707938352239,97.3250197081735,289.482519668156,84.550757716464
01011,2010,306.798042154412,97.6061651344783,284.96202349839,88.052490305583
01011,2011,309.827415899265,90.1456320611024,286.760653486286,87.0018479849644
01011,2012,307.635855416141,96.4879705351893,291.592985048333,91.2111612574562
01011,2013,305.344663892433,98.7592613476856,291.392939343305,90.8736244227295
01011,2014,305.002308259281,91.7783602681319,287.788007918306,89.0310152799012
01011,2015,306.075736944742,96.7755349103339,287.769077066642,88.1568810487243
01011,2016,306.545394044102,97.9938785142106,290.206356416472,87.4710515972036
01013,2000,307.729882612091,96.8759738237229,291.365621333751,83.4792986772761
01013,2001,304.437348991617,99.1457732257259,288.098764168727,86.6503859993662
01013,2002,305.313234897752,99.3777537970253,289.77697708888,91.4347616987355
01013,2003,303.976084640585,99.8327945285688,287.882165682042,89.251376722331
01013,2004,304.343399765153,99.8287209279149,287.641957629846,92.7103204553403
01013,2005,304.650323905977,99.2121776589413,289.393660792037,92.6971951249023
01013,2006,307.161098633603,96.7169771361743,289.647264583257,92.7328563730581
01013,2007,306.879575838443,97.4771097730717,289.457096667802,88.1259640344429
01013,2008,305.537737971843,98.2037028600503,289.566476126988,88.8944853065553
01013,2009,305.027581159217,97.1239175113429,289.947712725824,84.6211489698902
01013,2010,307.099391449293,96.2598938213931,285.553612370233,87.8113312293858
01013,2011,310.196595411034,90.2420898885879,287.903030795124,84.4425999426267
01013,2012,307.664763128223,96.963441988351,292.49505357749,88.6447791622615
01013,2013,305.722035666306,99.2506491004218,291.982432626253,90.9046131594427
01013,2014,305.718024719831,91.5089497950777,288.423362234222,87.3333242030639
